lokasi,judul,deskripsi,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan,catatan
"Buring, Malang","14x16.5, timur, dalam komplek perumahan one gate citra garden malang, rumah 2lt, siap huni, row jln 2 mobil, hub 0812304xxxx","14x16.5, timur, dalam komplek perumahan one gate citra garden malang, rumah 2lt, siap huni, row jln 2 mobil, hub 0812304xxxx",2600000000.0,5.0,5.0,225.0,300.0,2026-04-16,Kedungkandang,Aman
"Sawojajar, Malang",Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol di Sawojajar Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 240 m² Dimensi : 12x20 Luas Bangu...,Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol di Sawojajar Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 240 m² Dimensi : 12x20 Luas Bangu...,2700000000.0,3.0,2.0,240.0,180.0,2026-04-16,Blimbing,Aman
"Araya, Malang","Rumah siap huni harga nego sampai deal di Araya Malang. Lokasi strategis dekat dengan berbagai fasilitas umum seperti pusat perbelanjaan, sekolah, ...","Rumah siap huni harga nego sampai deal di Araya Malang. Lokasi strategis dekat dengan berbagai fasilitas umum seperti pusat perbelanjaan, sekolah, ...",2700000000.0,4.0,3.0,200.0,300.0,2026-04-16,Blimbing,Aman
"Dieng, Malang",Spesifikasi: Luas tanah 150m2  Luas bangunan 250m2  Kamar tidur 4+1   Kamar mandi 3+1  Lantai 2 SHM  Hadap Timur  Listrik 2200watt  Air Sumur  Full...,Spesifikasi: Luas tanah 150m2  Luas bangunan 250m2  Kamar tidur 4+1   Kamar mandi 3+1  Lantai 2 SHM  Hadap Timur  Listrik 2200watt  Air Sumur  Full...,2900000000.0,5.0,4.0,150.0,250.0,2026-04-16,Sukun,Aman
"Kedungkandang, Malang","Rumah bergaya minimalist modern di Kedungkandang.  Temukan rumah 1 lantai yang modern ini,  dijual dengan pemandangan permukiman warga yang menamba...","Rumah bergaya minimalist modern di Kedungkandang.  Temukan rumah 1 lantai yang modern ini,  dijual dengan pemandangan permukiman warga yang menamba...",300000000.0,2.0,1.0,72.0,36.0,2026-04-16,Kedungkandang,Aman
"Blimbing, Malang",Rumah Bagus Siap Huni di Boulevard Araya Golf Malang Luas 420 m2  Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar. Fasilitas sang...,Rumah Bagus Siap Huni di Boulevard Araya Golf Malang Luas 420 m2  Kawasan elite di kota Malang mudah diakses dan jalanan yang lebar. Fasilitas sang...,5500000000.0,5.0,5.0,420.0,550.0,2026-04-16,Blimbing,Aman
"Kedungkandang, Malang","Ada kitchen set, lemari tv, dispenser. Dekat tol madyopuro.  Bangunan baru dan terawat.   Riv rit","Ada kitchen set, lemari tv, dispenser. Dekat tol madyopuro.  Bangunan baru dan terawat.   Riv rit",1200000000.0,2.0,1.0,96.0,57.0,2026-04-16,Kedungkandang,Aman
"Blimbing, Malang",(H883) Luas Tanah : 446 m2  Luas Bangunan : 380 m2  Kamar Tidur : 4+2  Kamar Mandi : 3+1  Lantai : 1 Listrik : 2200WATT Air : PDAM Sertifikat : Hak...,(H883) Luas Tanah : 446 m2  Luas Bangunan : 380 m2  Kamar Tidur : 4+2  Kamar Mandi : 3+1  Lantai : 1 Listrik : 2200WATT Air : PDAM Sertifikat : Hak...,4300000000.0,6.0,4.0,446.0,380.0,2026-04-16,Blimbing,Aman
"Tidar, Malang",DIJUAL RUMAH THE OZ TIDAR KOTA MALANG HARGA MIRING   BANGUNAN MODERN SIAP HUNI   Lokasi : PERUMAHAN ELITE  THE OZ TIDAR MALANG   KAWASAN HUNIAN PER...,DIJUAL RUMAH THE OZ TIDAR KOTA MALANG HARGA MIRING   BANGUNAN MODERN SIAP HUNI   Lokasi : PERUMAHAN ELITE  THE OZ TIDAR MALANG   KAWASAN HUNIAN PER...,695000000.0,2.0,1.0,84.0,50.0,2026-04-16,Sukun,Aman
"Lowokwaru, Malang",Dijual Rumah Modern 2 lantai di Puncak Borobudur Griyashanta Malang Luas Tanah 212m² (10x21.2m)  Luas Bangunan 370 m² SHM  Hadap Utara Listrik ut...,Dijual Rumah Modern 2 lantai di Puncak Borobudur Griyashanta Malang Luas Tanah 212m² (10x21.2m)  Luas Bangunan 370 m² SHM  Hadap Utara Listrik ut...,4400000000.0,2.0,1.0,212.0,370.0,2026-04-16,Lowokwaru,Aman
"Blimbing, Malang","Dijual Rumah dalam Cluster di Balearjosari , Arjosari Malang Luas tanah 157 m² Luas bangunan 80 m² Bangunan 1 lantai Jumlah kamar tidur 2 Jumlah ...","Dijual Rumah dalam Cluster di Balearjosari , Arjosari Malang Luas tanah 157 m² Luas bangunan 80 m² Bangunan 1 lantai Jumlah kamar tidur 2 Jumlah ...",925000000.0,2.0,1.0,157.0,80.0,2026-04-16,Blimbing,Aman
"Blimbing, Malang","Dijual Rumah dalam Cluster di Balearjosari , Arjosari Malang Luas tanah 157 m² Luas bangunan 80 m² Bangunan 1 lantai Jumlah kamar tidur 2 Jumlah ...","Dijual Rumah dalam Cluster di Balearjosari , Arjosari Malang Luas tanah 157 m² Luas bangunan 80 m² Bangunan 1 lantai Jumlah kamar tidur 2 Jumlah ...",925000000.0,2.0,1.0,157.0,80.0,2026-04-16,Blimbing,Aman
"Lowokwaru, Malang","Dijual Rumah Baru Modern Minimalis di Jalan Bunga-Bunga, Lowokwaru, Malang Luas tanah 60 m² Luas bangunan 80 m² Bangunan 2 lantai Jumlah kamar ti...","Dijual Rumah Baru Modern Minimalis di Jalan Bunga-Bunga, Lowokwaru, Malang Luas tanah 60 m² Luas bangunan 80 m² Bangunan 2 lantai Jumlah kamar ti...",789000000.0,2.0,1.0,60.0,80.0,2026-04-16,Lowokwaru,Aman
"Lowokwaru, Malang",Dijual Rumah di Jl. Papa Papa Lowokwaru - Kota Malang Dekat UB & Polinema  Spesifikasi: Legalitas: SHM Jumlah Lantai: 2 Lantai (+ jemuran lantai 3)...,Dijual Rumah di Jl. Papa Papa Lowokwaru - Kota Malang Dekat UB & Polinema  Spesifikasi: Legalitas: SHM Jumlah Lantai: 2 Lantai (+ jemuran lantai 3)...,3450000000.0,5.0,3.0,273.0,500.0,2026-04-16,Lowokwaru,Aman
"Klojen, Malang","Rumah Jual Posisi HOOK dapat difungsikan sebagai rumah kos untuk hunian pribadi akses mudah dekat jalan poros malang-singosari, rumah sakit lavalle...","Rumah Jual Posisi HOOK dapat difungsikan sebagai rumah kos untuk hunian pribadi akses mudah dekat jalan poros malang-singosari, rumah sakit lavalle...",1500000000.0,6.0,2.0,304.0,450.0,2026-04-16,Klojen,Ada kata 'kos/kost' di judul
"Blimbing, Malang",Spesifikasi: Jl Sungai-sungai Luas tanah 446 m² (±15x30) Luas bangunan 380 m² Bangunan 1 lantai Carport & garasi 3 mobil Kamar tidur 4+2 Kamar m...,Spesifikasi: Jl Sungai-sungai Luas tanah 446 m² (±15x30) Luas bangunan 380 m² Bangunan 1 lantai Carport & garasi 3 mobil Kamar tidur 4+2 Kamar m...,4300000000.0,6.0,4.0,446.0,380.0,2026-04-16,Blimbing,Aman
"Araya, Malang",K60 Rumah Dijual di Araya Golf Malang (rumah selesai bangun di bulan juni-juli 2026)  Luas tanah 180 m² Tipe 260 m² (with rooftop) Kamar tidur 4+...,K60 Rumah Dijual di Araya Golf Malang (rumah selesai bangun di bulan juni-juli 2026)  Luas tanah 180 m² Tipe 260 m² (with rooftop) Kamar tidur 4+...,3100000000.0,5.0,4.0,180.0,260.0,2026-04-16,Blimbing,Aman
"Tunjungsekar, Malang",Dijual Rumah Siap Huni di Cluster Ikan Gurami Tunjungsekar Malang  Luas tanah : 87 m²  Luas bangunan : 62 m² Kamar tidur : 2 Kamar mandi : 1 Hada...,Dijual Rumah Siap Huni di Cluster Ikan Gurami Tunjungsekar Malang  Luas tanah : 87 m²  Luas bangunan : 62 m² Kamar tidur : 2 Kamar mandi : 1 Hada...,650000000.0,2.0,1.0,87.0,62.0,2026-04-16,Lowokwaru,Aman
"Sulfat, Malang",(H880) Luas Tanah : 96 m2  Luas Bangunan : 170 m2  Kamar Tidur : 4 Kamar Mandi : 3 Lantai : 2 Listrik : 1300WATT Air : PDAM Sertifikat : Hak Milik ...,(H880) Luas Tanah : 96 m2  Luas Bangunan : 170 m2  Kamar Tidur : 4 Kamar Mandi : 3 Lantai : 2 Listrik : 1300WATT Air : PDAM Sertifikat : Hak Milik ...,1450000000.0,4.0,3.0,96.0,170.0,2026-04-16,Blimbing,Aman
"Klojen, Malang","Dijual rumah hunian di kawasan Perumahan Elit Ijen Nirwana. Lokasi perumahan sangat strategis berada di Tengah Kota Malang. Dekat dengan MOG Mall, ...","Dijual rumah hunian di kawasan Perumahan Elit Ijen Nirwana. Lokasi perumahan sangat strategis berada di Tengah Kota Malang. Dekat dengan MOG Mall, ...",2750000000.0,3.0,3.0,247.0,120.0,2026-04-16,Klojen,Aman
"Lowokwaru, Malang","Kode SM/FA Kamar banyak, dekat Kosayu, kampus Widyagama, UB dan Polinema, cocok untuk rukost/hunian, full furnished kecuali buffet dan dipan kamar ...","Kode SM/FA Kamar banyak, dekat Kosayu, kampus Widyagama, UB dan Polinema, cocok untuk rukost/hunian, full furnished kecuali buffet dan dipan kamar ...",1700000000.0,6.0,2.0,106.0,198.0,2026-04-16,Lowokwaru,Ada kata 'kos/kost' di judul
"Pandanwangi, Malang",(H880) Luas Tanah : 96 m2  Luas Bangunan : 170 m2  Kamar Tidur : 4 Kamar Mandi : 3 Lantai : 2 Listrik : 1300WATT Air : PDAM Sertifikat : Hak Milik ...,(H880) Luas Tanah : 96 m2  Luas Bangunan : 170 m2  Kamar Tidur : 4 Kamar Mandi : 3 Lantai : 2 Listrik : 1300WATT Air : PDAM Sertifikat : Hak Milik ...,1450000000.0,4.0,3.0,96.0,170.0,2026-04-16,Blimbing,Aman
"Tidar, Malang",Dijual Rumah Mewah model American Scandinavian dekat Machung dan Elpico di Villa Puncak Tidar  Spesifikasi: Luas Tanah 216 (real 249 ) Luas Banguna...,Dijual Rumah Mewah model American Scandinavian dekat Machung dan Elpico di Villa Puncak Tidar  Spesifikasi: Luas Tanah 216 (real 249 ) Luas Banguna...,3000000000.0,4.0,2.0,216.0,190.0,2026-04-16,Sukun,Aman
"Araya, Malang",DIJUAL RUMAH ARAYA BLOK DEPAN HARGA MIRING   SELANGKAH KE PLAZA ARAYA   LOKASI : PERUMAHAN ELITE  PBI ARAYA KOTA MALANG   ROW JALAN LEBAR MOBIL SIM...,DIJUAL RUMAH ARAYA BLOK DEPAN HARGA MIRING   SELANGKAH KE PLAZA ARAYA   LOKASI : PERUMAHAN ELITE  PBI ARAYA KOTA MALANG   ROW JALAN LEBAR MOBIL SIM...,2700000000.0,5.0,3.0,240.0,240.0,2026-04-16,Blimbing,Aman
"Lowokwaru, Malang","Rumah bergaya minimalis di Lowokwaru.  Temukan rumah 1 lantai yang modern ini,  dijual dengan pemandangan asri yang menambah nilai estetika di ling...","Rumah bergaya minimalis di Lowokwaru.  Temukan rumah 1 lantai yang modern ini,  dijual dengan pemandangan asri yang menambah nilai estetika di ling...",15000000000.0,6.0,4.0,785.0,500.0,2026-04-16,Lowokwaru,Aman
"Dieng, Malang",Rumah ini cocok untuk keluarga anda!  Spesifikasi Properti:    - Kamar Tidur: 5   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik   - A...,Rumah ini cocok untuk keluarga anda!  Spesifikasi Properti:    - Kamar Tidur: 5   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik   - A...,3500000000.0,5.0,3.0,300.0,430.0,2026-04-16,Sukun,Aman
"Rampal Celaket, Malang","Rumah 2 lantai di Rampal Celaket, Malang.  Dijual  dan disewakan rumah di wilayah yang asri. Properti 2 lantai ini berada di lingkungan strategis. ...","Rumah 2 lantai di Rampal Celaket, Malang.  Dijual  dan disewakan rumah di wilayah yang asri. Properti 2 lantai ini berada di lingkungan strategis. ...",860000000.0,2.0,2.0,85.0,95.0,2026-04-16,Klojen,Aman
"Dieng, Malang",Spesifikasi Utama Properti:    - Kamar Tidur: 3   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik   - Daya Listrik: 2200 W   - Arah Ban...,Spesifikasi Utama Properti:    - Kamar Tidur: 3   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik   - Daya Listrik: 2200 W   - Arah Ban...,3750000000.0,3.0,3.0,397.0,275.0,2026-04-16,Sukun,Aman
"Dieng, Malang","Spesifikasi: Luas tanah 144m² (8 x 18) Luas bangunan +-100m² (1,5 lantai) Kamar tidur 4 Kamar mandi 2 Listrik 1300 watt Air PDAM Hadap barat daya...","Spesifikasi: Luas tanah 144m² (8 x 18) Luas bangunan +-100m² (1,5 lantai) Kamar tidur 4 Kamar mandi 2 Listrik 1300 watt Air PDAM Hadap barat daya...",1600000000.0,4.0,2.0,144.0,100.0,2026-04-16,Sukun,Aman
"Sawojajar, Malang",Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol di Sawojajar Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 240 m² Dimensi : 12x20 Luas Bangu...,Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol di Sawojajar Kota Malang Spesifikasi Legalitas : SHM Luas Tanah : 240 m² Dimensi : 12x20 Luas Bangu...,2700000000.0,3.0,2.0,240.0,180.0,2026-04-16,Blimbing,Aman
"Blimbing, Malang",Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol Singosari di Riverside Blimbing Kota Malang  Spesifikasi Legalitas : SHM Luas Tanah : 85 m² Luas Ba...,Dijual Rumah 2 Lantai Siap Huni dekat Exit Tol Singosari di Riverside Blimbing Kota Malang  Spesifikasi Legalitas : SHM Luas Tanah : 85 m² Luas Ba...,950000000.0,4.0,2.0,85.0,111.0,2026-04-16,Blimbing,Aman
"Araya, Malang","Dijual rumah mewah 2 lantai kualitas jati terbaik di Taman Golf Utama Araya, Blimbing, Malang  Spesifikasi Luas tanah : 600 m²  Dimensi : 20x30 me...","Dijual rumah mewah 2 lantai kualitas jati terbaik di Taman Golf Utama Araya, Blimbing, Malang  Spesifikasi Luas tanah : 600 m²  Dimensi : 20x30 me...",7500000000.0,8.0,4.0,600.0,700.0,2026-04-16,Blimbing,Aman
"Araya, Malang",DIJUAL Rumah Elegan 2 Lantai di Greenwood Araya Malang Spesifikasi : Luas Tanah : 300 m2 Luas Bangunan : 450 m2 Lantai : 2 Kamar Tidur : 5 + 2 Kama...,DIJUAL Rumah Elegan 2 Lantai di Greenwood Araya Malang Spesifikasi : Luas Tanah : 300 m2 Luas Bangunan : 450 m2 Lantai : 2 Kamar Tidur : 5 + 2 Kama...,5200000000.0,7.0,5.0,300.0,450.0,2026-04-16,Blimbing,Aman
"Villa Puncak Tidar, Malang","Dijual Rumah di Villa Puncak Tidar, VPT Malang Proses upgrade bangunan dan facade Dekat Elpico   Luas tanah 130 m² Dimensi 10 x 13 m Luas bangunan...","Dijual Rumah di Villa Puncak Tidar, VPT Malang Proses upgrade bangunan dan facade Dekat Elpico   Luas tanah 130 m² Dimensi 10 x 13 m Luas bangunan...",1500000000.0,3.0,1.0,130.0,100.0,2026-04-16,Sukun,Aman
"Lowokwaru, Malang",Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,800000000.0,4.0,2.0,105.0,130.0,2026-04-16,Lowokwaru,Aman
"Lowokwaru, Malang",Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,800000000.0,4.0,2.0,105.0,130.0,2026-04-16,Lowokwaru,Aman
"Lowokwaru, Malang",Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,800000000.0,4.0,2.0,105.0,130.0,2026-04-16,Lowokwaru,Aman
"Lowokwaru, Malang",Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,Dijual Murah Rumah Modern 2 Lantai Plus Rooftop di Villa Bukit Tidar Merjosari Lowokwaru Malang Luas Tanah 105 (7 x 15) Luas bangunan 130 Lantai 2 ...,800000000.0,4.0,2.0,105.0,130.0,2026-04-16,Lowokwaru,Aman
"Kedungkandang, Malang","Dijual Rumah tinggal dan usaha di Boulevard Villa Gunung Buring, Cemorokandang, Kedungkandang, Malang Spesifikasi : Luas tanah : 257 m²  Dimensi :...","Dijual Rumah tinggal dan usaha di Boulevard Villa Gunung Buring, Cemorokandang, Kedungkandang, Malang Spesifikasi : Luas tanah : 257 m²  Dimensi :...",2500000000.0,6.0,4.0,257.0,400.0,2026-04-16,Kedungkandang,Aman
"Villa Puncak Tidar, Malang",DIjual Rumah Mewah di Villa Puncak Tidar ( VPT ) Malang  Luas Tanah : 201 m2 Luas Bangunan : 245 m2 Kamar Tidur : 4 Kamar Mandi : 3+1 Jumlah Lantai...,DIjual Rumah Mewah di Villa Puncak Tidar ( VPT ) Malang  Luas Tanah : 201 m2 Luas Bangunan : 245 m2 Kamar Tidur : 4 Kamar Mandi : 3+1 Jumlah Lantai...,3100000000.0,4.0,4.0,201.0,245.0,2026-04-16,Sukun,Aman
"Sawojajar, Malang",*HOT LISTING RUMAH SAWOJAJAR 1 MALANG*  *Dijual Rumah Baru Modern Minimalis Di Sawojajar 1 Kota Malang*  Spesifikasi : LT : 97 m2 LB : 135 m2 Dimen...,*HOT LISTING RUMAH SAWOJAJAR 1 MALANG*  *Dijual Rumah Baru Modern Minimalis Di Sawojajar 1 Kota Malang*  Spesifikasi : LT : 97 m2 LB : 135 m2 Dimen...,1160000000.0,3.0,3.0,97.0,135.0,2026-04-16,Blimbing,Aman
"Lowokwaru, Malang","Dijual Rumah Siap Huni dekat Suhat di Lowokwaru, Malang Kota Lokasi Sangat Strategis Dekat Suhat, UB, Unisma, UMM, Matos, UIN, UM Perumahan One Gat...","Dijual Rumah Siap Huni dekat Suhat di Lowokwaru, Malang Kota Lokasi Sangat Strategis Dekat Suhat, UB, Unisma, UMM, Matos, UIN, UM Perumahan One Gat...",950000000.0,2.0,1.0,105.0,105.0,2026-04-16,Lowokwaru,Aman
"Lowokwaru, Malang","DIJUAL RUMAH KLASIK TERAWAT - POSISI HOOK Lokasi : Area Jalan Sarangan, Lowokwaru - Kota Malang   Luas Tanah : 585m2 Luas Bangunan : +/- 340m2 Kama...","DIJUAL RUMAH KLASIK TERAWAT - POSISI HOOK Lokasi : Area Jalan Sarangan, Lowokwaru - Kota Malang   Luas Tanah : 585m2 Luas Bangunan : +/- 340m2 Kama...",10000000000.0,7.0,3.0,585.0,340.0,2026-04-16,Lowokwaru,Aman
"Klojen, Malang","Rumah Jual Kondisi Siap Huni Lokasi Strategis Dekat Kampus Unmer,UM, Mall MCP, Matos, Pusat Kuliner  Spesifikasi : Sertifikat : SHM  Luas Tanah : 3...","Rumah Jual Kondisi Siap Huni Lokasi Strategis Dekat Kampus Unmer,UM, Mall MCP, Matos, Pusat Kuliner  Spesifikasi : Sertifikat : SHM  Luas Tanah : 3...",3500000000.0,5.0,3.0,323.0,270.0,2026-04-16,Klojen,Aman
"Blimbing, Malang",Dijual  murah rumah Perum Bumi Meranti Wangi Sulfat Malang Luas tanah 150 m2  Luas bangunan 110 m2  2 lantai 5kamar tidur  2 kamar mandi Carport Da...,Dijual  murah rumah Perum Bumi Meranti Wangi Sulfat Malang Luas tanah 150 m2  Luas bangunan 110 m2  2 lantai 5kamar tidur  2 kamar mandi Carport Da...,1100000000.0,5.0,2.0,110.0,150.0,2026-04-16,Blimbing,Aman
"Lowokwaru, Malang",Dijual Rumah di Jl. Papa Papa Lowokwaru - Kota Malang Dekat UB & Polinema  Spesifikasi: Legalitas: SHM Jumlah Lantai: 2 Lantai (+ jemuran lantai 3)...,Dijual Rumah di Jl. Papa Papa Lowokwaru - Kota Malang Dekat UB & Polinema  Spesifikasi: Legalitas: SHM Jumlah Lantai: 2 Lantai (+ jemuran lantai 3)...,3450000000.0,5.0,3.0,273.0,500.0,2026-04-16,Lowokwaru,Aman
"Lowokwaru, Malang",Dijual Rumah Minimalis di Sudimoro Suhat Kota Malang  Spesifikasi: Legalitas SHM ⁠Dimensi 8 x 13 m Luas Tanah 104  m² Luas Bangunan 65 m²  Kama...,Dijual Rumah Minimalis di Sudimoro Suhat Kota Malang  Spesifikasi: Legalitas SHM ⁠Dimensi 8 x 13 m Luas Tanah 104  m² Luas Bangunan 65 m²  Kama...,900000000.0,2.0,2.0,104.0,65.0,2026-04-16,Lowokwaru,Aman
"Klojen, Malang",Dijual Rumah Klasik Hook di daerah pulau pulau Malang  siap Huni baru di Renovasi  Luas tanah : 327 m²  Luas Bangun : 200 m² Lantai  : 1 lantai S...,Dijual Rumah Klasik Hook di daerah pulau pulau Malang  siap Huni baru di Renovasi  Luas tanah : 327 m²  Luas Bangun : 200 m² Lantai  : 1 lantai S...,2700000000.0,3.0,2.0,327.0,200.0,2026-04-16,Klojen,Aman
"Blimbing, Malang","Dijual Rumah Sebelah Perumahan Araya Malang Plaosan Permai - jl Plaosan Timur, Kota Malang Luas Tanah 84 m2 Dimensi 6 X 14 m Luas Bangunan 70 m2  K...","Dijual Rumah Sebelah Perumahan Araya Malang Plaosan Permai - jl Plaosan Timur, Kota Malang Luas Tanah 84 m2 Dimensi 6 X 14 m Luas Bangunan 70 m2  K...",980000000.0,2.0,1.0,84.0,70.0,2026-04-16,Blimbing,Aman
"Klojen, Malang","Turun Harga Rumah Lokasi Premium Jalan Gunung gunung Malang  Muria, Kota Malang  Luas Tanah 449 m2 Luas Bangunan 350 m2 Bangunan 2 Lantai Rangka Ko...","Turun Harga Rumah Lokasi Premium Jalan Gunung gunung Malang  Muria, Kota Malang  Luas Tanah 449 m2 Luas Bangunan 350 m2 Bangunan 2 Lantai Rangka Ko...",8000000000.0,7.0,5.0,449.0,350.0,2026-04-16,Klojen,Aman
"Soekarno Hatta, Malang","# DIJUAL CEPAT RUMAH LUAS & STRATEGIS DI JLN BUNGA2, KOTA MALANG #  *Hunian nyaman dengan lokasi premium, cocok untuk tempat tinggal maupun investa...","# DIJUAL CEPAT RUMAH LUAS & STRATEGIS DI JLN BUNGA2, KOTA MALANG #  *Hunian nyaman dengan lokasi premium, cocok untuk tempat tinggal maupun investa...",2250000000.0,3.0,3.0,225.0,220.0,2026-04-16,Lowokwaru,Aman
"Pandanwangi, Malang",Spesifikasi:  Lt   : 217 m² Lb  : 150 m² Kt   : 4 Km : 2 Garasi  Karport Ac Water heater Kitchen set baru   Harga Nego  Kelebihan : - Row jalan l...,Spesifikasi:  Lt   : 217 m² Lb  : 150 m² Kt   : 4 Km : 2 Garasi  Karport Ac Water heater Kitchen set baru   Harga Nego  Kelebihan : - Row jalan l...,1500000000.0,4.0,2.0,217.0,150.0,2026-04-16,Blimbing,Aman
"Pandanwangi, Malang",Spesifikasi:  Lt   : 217 m² Lb  : 150 m² Kt   : 4 Km : 2 Garasi  Karport Ac Water heater Kitchen set baru   Harga Nego  Kelebihan : - Row jalan l...,Spesifikasi:  Lt   : 217 m² Lb  : 150 m² Kt   : 4 Km : 2 Garasi  Karport Ac Water heater Kitchen set baru   Harga Nego  Kelebihan : - Row jalan l...,1500000000.0,4.0,2.0,217.0,150.0,2026-04-16,Blimbing,Aman
"Sawojajar, Malang",RUMAH 2 LANTAI STRATEGIS - SAWOJAJAR 2 MALANG    Lokasi Sawojajar 2 Malang   Dekat Exit Tol Madyopuro (akses super mudah)   Spesifikasi:  - Luas Ta...,RUMAH 2 LANTAI STRATEGIS - SAWOJAJAR 2 MALANG    Lokasi Sawojajar 2 Malang   Dekat Exit Tol Madyopuro (akses super mudah)   Spesifikasi:  - Luas Ta...,750000000.0,6.0,2.0,116.0,116.0,2026-04-16,Blimbing,Aman
"Oro-Oro Dowo, Malang","Kode WE Rumah semi furnished, daerah Celaket, hunian nyaman, dekat sekolah, polres, dan RSSA, kondisi masih tersewa","Kode WE Rumah semi furnished, daerah Celaket, hunian nyaman, dekat sekolah, polres, dan RSSA, kondisi masih tersewa",860000000.0,2.0,2.0,85.0,95.0,2026-04-16,Klojen,Aman
"Oro-Oro Dowo, Malang",MURAH SAJA BUTUH CEPAT LAKU Rumah Nol Jalan Raya Jalan Muria Kota Malang Luas 449 Meter SIAP HUNI SEMI FURNISH  - Klo Ada Yg Murah Kenapa Mesti Bel...,MURAH SAJA BUTUH CEPAT LAKU Rumah Nol Jalan Raya Jalan Muria Kota Malang Luas 449 Meter SIAP HUNI SEMI FURNISH  - Klo Ada Yg Murah Kenapa Mesti Bel...,8000000000.0,7.0,5.0,449.0,350.0,2026-04-16,Klojen,Aman
"Sawojajar, Malang",Dekat puskesam gribig Dekat superindo Dekat pom bensin Dekat sekolah negeri  Dansen bob,Dekat puskesam gribig Dekat superindo Dekat pom bensin Dekat sekolah negeri  Dansen bob,1450000000.0,3.0,2.0,150.0,150.0,2026-04-16,Blimbing,Aman
"Lowokwaru, Malang","Dijual Rumah Baru Modern Minimalis di Jalan Bunga-Bunga, Lowokwaru, Malang Luas tanah 60 m² Luas bangunan 80 m² Bangunan 2 lantai Jumlah kamar ti...","Dijual Rumah Baru Modern Minimalis di Jalan Bunga-Bunga, Lowokwaru, Malang Luas tanah 60 m² Luas bangunan 80 m² Bangunan 2 lantai Jumlah kamar ti...",789000000.0,2.0,1.0,60.0,80.0,2026-04-16,Lowokwaru,Aman
"Sukun, Malang","19.5x36.5, utara, row jln 3 mobil, dalam komplek perumahan one gate, badus , siap huni 2lt, hub 0812304xxxx","19.5x36.5, utara, row jln 3 mobil, dalam komplek perumahan one gate, badus , siap huni 2lt, hub 0812304xxxx",17000000000.0,6.0,5.0,712.0,718.0,2026-04-16,Sukun,Aman
"Sawojajar, Malang","*Dijual Rumah 2 Lantai Siap Huni di Sawojajar Dekat Informa, Malang*  Luas Tanah : 180 m² (9 x 20 m) Luas Bangunan +/- 250 m² KT : 7 (ada 2 KM da...","*Dijual Rumah 2 Lantai Siap Huni di Sawojajar Dekat Informa, Malang*  Luas Tanah : 180 m² (9 x 20 m) Luas Bangunan +/- 250 m² KT : 7 (ada 2 KM da...",2600000000.0,7.0,5.0,180.0,250.0,2026-04-16,Blimbing,Aman
